아파트 이름,건축 연도,거래 연도,거래 월,거래 일,보증금(만원),월세(만원),전용 면적(㎡),층수,법정동명
홍제삼성래미안,2001,2019,4,6,"23,000",0,32.76,8,홍제동
DMC래미안e편한세상,2012,2019,4,15,"10,000",100,59.97,11,북가좌동
인왕산현대,2000,2019,4,25,"40,000",0,114.72,2,홍제동
서강2차(2동),1989,2019,4,15,"26,000",0,135.09,1,홍은동
홍제현대,1992,2019,4,6,"34,000",0,75.15,2,홍제동
돈의문센트레빌,2011,2019,4,20,"18,000",100,59.98,8,냉천동
북가좌삼호,1996,2019,4,20,"34,000",0,84.57,12,북가좌동
연희파크푸르지오,2018,2019,5,15,"45,000",0,59.9835,14,연희동
대우푸르지오,2002,2019,5,25,"34,650",0,59.584,9,연희동
신촌럭키,1999,2019,5,4,"58,000",0,121.6,6,대현동
대우푸르지오,2002,2019,5,11,"33,000",0,59.584,6,연희동
HDX휴팰리스,2018,2019,5,11,"34,000",0,59.1032,17,홍은동
홍은동벽산,1997,2019,5,23,"24,000",40,114.96,4,홍은동
홍제현대,1992,2019,5,11,"34,000",0,75.15,6,홍제동
신촌럭키,1999,2019,5,31,"35,000",0,59.7,9,대현동
독립문삼호,1995,2019,5,30,"40,000",0,75.66,5,영천동
DMC파크뷰자이4단지,2015,2019,5,18,"42,000",0,59.981,9,남가좌동
DMC두산위브,2007,2019,6,19,"40,000",0,84.9631,14,북가좌동
경향빌라트,1995,2019,6,25,"8,000",0,154.6,2,연희동
돈의문센트레빌,2011,2019,6,22,"30,000",65,84.99,6,냉천동
홍은동아더프라임,2014,2019,6,20,"34,000",0,59.8736,8,홍은동
홍제삼성래미안,2001,2019,6,29,"31,000",0,60,8,홍제동
DMC래미안e편한세상,2012,2019,6,6,"30,000",140,120.93,5,북가좌동
세한숲속마을,2002,2019,6,17,"28,000",0,83.9,12,홍은동
홍제원현대(459-0),2000,2019,6,27,"32,000",0,59.93,17,홍제동
신촌럭키,1999,2019,6,7,"34,000",0,59.7,10,대현동
신촌럭키,1999,2019,6,25,"42,000",0,83.38,3,대현동
돈의문센트레빌,2011,2019,7,24,"20,000",110,84.99,3,냉천동
신촌푸르지오,2015,2019,7,10,"65,000",0,84.9953,9,북아현동
DMC래미안클라시스,2000,2019,7,3,"44,000",0,114.93,9,남가좌동
홍제현대,1992,2019,7,11,"57,000",0,83.05,5,홍제동
현대그린,1996,2019,7,1,"30,000",0,84.96,6,홍제동
DMC파크뷰자이1단지,2015,2019,7,30,"30,000",167,120.006,17,남가좌동
인왕산현대,2000,2019,7,27,"43,000",0,84.9,5,홍제동
DMC래미안e편한세상,2012,2019,7,15,"47,000",0,59.97,2,북가좌동
동아빌라(188-72),1992,2019,7,20,"40,000",0,164.92,8,홍은동
북한산더샵,2017,2019,7,22,"50,000",0,84.956,16,홍은동
홍제원현대(459-0),2000,2019,8,12,"31,000",0,59.93,2,홍제동
홍제현대,1992,2019,8,24,"44,000",0,83.05,1,홍제동
북아현경남,1996,2019,8,30,"28,000",0,59.77,9,북아현동
인왕산현대,2000,2019,8,18,"33,000",0,59.93,3,홍제동
반석블레스,2013,2019,8,3,"39,000",0,84.92,6,홍은동
청구1차,1994,2019,8,17,"10,000",110,84.78,18,홍제동
반석블레스,2013,2019,8,3,"39,000",0,84.92,6,홍은동
홍제한양,1993,2019,8,16,"30,000",0,60.06,11,홍제동
홍제비콘드림힐,2006,2019,8,29,"30,000",0,84.946,9,홍제동
남가좌동현대,1999,2019,8,10,"43,500",0,84.9,4,남가좌동
신촌럭키,1999,2019,9,21,"58,000",0,121.6,5,대현동
홍은센트레빌,2009,2019,9,29,"35,000",0,59.96,7,홍은동
천연뜨란채,2006,2019,9,11,"10,000",80,57.78,6,천연동
DMC파크뷰자이1단지,2015,2019,9,29,"55,000",0,84.971,12,남가좌동
DMC에코자이,2019,2019,9,28,"47,000",0,84.97,2,남가좌동
에스케이뷰,2008,2019,9,25,"55,000",0,84.909,6,합동
DMC에코자이,2019,2019,9,20,"35,000",0,59.79,9,남가좌동
신촌럭키,1999,2019,9,10,"42,000",0,83.38,8,대현동
홍제한양,1993,2019,9,30,"15,000",50,60.06,7,홍제동
DMC센트레빌,2009,2019,9,28,"10,000",115,84.87,9,남가좌동
DMC에코자이,2019,2019,10,14,"48,000",0,84.97,10,남가좌동
DMC에코자이,2019,2019,10,12,"45,000",0,84.82,1,남가좌동
DMC에코자이,2019,2019,10,22,"45,000",0,72.96,14,남가좌동
DMC에코자이,2019,2019,10,5,"38,000",0,59.79,11,남가좌동
충정솔레디움(101동),2005,2019,10,7,"35,000",0,83.09,5,충정로3가
금호어울림,2016,2019,10,30,"52,000",0,84.4965,11,홍제동
DMC에코자이,2019,2019,10,3,"40,000",0,59.65,18,남가좌동
DMC파크뷰자이1단지,2015,2019,10,18,"56,000",0,84.98,19,남가좌동
DMC래미안e편한세상,2012,2019,10,31,"55,000",0,84.94,30,북가좌동
홍제한양,1993,2019,10,18,"31,000",0,60.06,3,홍제동
서강주상복합,1998,2019,11,25,"39,000",0,140.72,12,홍은동
DMC에코자이,2019,2019,11,30,"50,000",0,84.82,9,남가좌동
DMC에코자이,2019,2019,11,8,"40,950",0,59.79,11,남가좌동
대경아르체,2018,2019,11,22,"25,200",0,28.36,10,북가좌동
돈의문센트레빌,2011,2019,11,21,"65,000",0,84.99,11,냉천동
DMC파크뷰자이1단지,2015,2019,11,23,"55,000",0,84.98,10,남가좌동
DMC에코자이,2019,2019,11,30,"43,000",0,72.84,4,남가좌동
천연뜨란채,2006,2019,11,13,"45,000",0,75.8,12,천연동
래미안루센티아,2020,2019,11,21,"50,000",0,84.83,8,남가좌동
DMC에코자이,2019,2019,11,19,"40,000",0,59.79,5,남가좌동
북한산더샵,2017,2019,12,1,"54,000",0,84.832,6,홍은동
임광,1999,2019,12,14,"30,000",20,59.96,16,연희동
남가좌동현대,1999,2019,12,25,"32,500",0,59.4,7,남가좌동
홍제삼성래미안,2001,2019,12,17,"34,000",0,60,11,홍제동
홍제삼성래미안,2001,2019,12,24,"43,000",0,84.33,11,홍제동
DMC센트럴아이파크,2018,2019,12,1,"10,000",100,59.91,17,남가좌동
북한산더샵,2017,2019,12,30,"50,000",0,84.956,1,홍은동
신촌푸르지오,2015,2019,12,18,"68,000",0,84.9892,16,북아현동
DMC파크뷰자이1단지,2015,2019,12,20,"56,000",0,84.971,11,남가좌동
DMC파크뷰자이1단지,2015,2019,12,30,"90,000",0,120.492,14,남가좌동
홍제원현대(459-0),2000,2020,2,15,"33,000",0,59.93,13,홍제동
홍제한양,1993,2020,2,15,"27,000",5,60.06,14,홍제동
홍은동아더프라임,2014,2020,2,22,"36,000",15,59.8736,6,홍은동
더스타일하우스디센트럴,2020,2020,2,11,"6,260",37,21.056,18,충정로3가
더스타일하우스디센트럴,2020,2020,2,11,"4,870",29,16.0626,20,충정로3가
홍제한양,1993,2020,2,22,"29,000",0,60.06,15,홍제동
더스타일하우스디센트럴,2020,2020,2,12,"5,310",32,17.6626,12,충정로3가
홍제한양,1993,2020,2,22,"29,000",0,60.06,15,홍제동
북한산두산위브,2020,2020,2,15,"41,000",0,84.98,6,홍은동
DMC아이파크,2009,2020,2,14,"50,000",0,114.94,13,북가좌동
세한숲속마을,2002,2020,3,31,"27,000",0,83.91,1,홍은동
DMC래미안클라시스,2000,2020,3,5,"52,000",0,59.93,14,남가좌동
더스타일하우스디센트럴,2020,2020,3,2,"6,260",37,21.056,24,충정로3가
문화촌현대,2002,2020,3,28,"35,000",0,84.99,1,홍제동
극동,1995,2020,3,21,"25,000",0,84.92,12,홍은동
북한산두산위브,2020,2020,3,31,"48,000",0,84.98,11,홍은동
DMC파크뷰자이4단지,2015,2020,3,11,"46,500",0,59.981,8,남가좌동
서울맨션,1972,2020,3,25,"14,000",0,45.32,4,홍제동
홍제삼성래미안,2001,2020,3,1,"34,500",0,60,2,홍제동
천연뜨란채,2006,2020,3,6,"38,000",0,56.02,7,천연동
홍제한양,1993,2020,4,18,"12,000",50,60.06,13,홍제동
문화촌현대,2002,2020,4,19,"27,500",0,59.94,3,홍제동
화신,2004,2020,4,29,"30,000",0,127.67,1,북아현동
성원,1998,2020,4,4,"10,000",30,41.5,2,홍제동
독립문극동(200-0),1998,2020,4,10,"40,000",0,59.58,5,현저동
극동,1995,2020,4,25,"5,500",60,84.98,4,홍은동
두산,1999,2020,4,30,"24,000",35,59.96,1,북아현동
두산,1999,2020,4,14,"3,000",100,59.96,4,북아현동
천연뜨란채,2006,2020,4,23,"39,000",0,57.78,4,천연동
홍제현대,1992,2020,4,14,"50,000",0,119.32,14,홍제동
DMC이랜드해가든,2007,2020,5,8,"45,000",0,84.91,4,북가좌동
북한산두산위브,2020,2020,5,28,"50,000",0,84.98,5,홍은동
DMC파크뷰자이2단지,2015,2020,5,26,"62,000",0,59.981,15,남가좌동
두산,1999,2020,5,20,"37,000",0,59.96,15,북아현동
홍제원현대(459-0),2000,2020,5,30,"34,000",0,59.93,13,홍제동
두산,1999,2020,5,20,"37,000",0,59.96,15,북아현동
홍제삼성래미안,2001,2020,5,17,"24,000",0,32.76,10,홍제동
신촌럭키,1999,2020,5,20,"35,000",0,59.7,1,대현동
홍제한양,1993,2020,5,16,"30,000",0,60.06,7,홍제동
홍제한양,1993,2020,5,17,"30,000",0,60.06,3,홍제동
서소문,1971,2020,6,19,"12,000",0,51.74,5,미근동
남가좌동현대,1999,2020,6,27,"60,000",0,84.78,2,남가좌동
힐스테이트신촌,2020,2020,6,12,"10,000",127,59.8404,4,북아현동
태영으뜸(데시앙),1998,2020,6,8,"6,000",60,68.59,1,홍제동
돈의문센트레빌,2011,2020,6,27,"70,000",0,84.99,8,냉천동
두산,1999,2020,6,17,"35,000",0,59.96,1,북아현동
두산,1999,2020,6,19,"37,000",0,59.96,16,북아현동
북아현경남,1996,2020,6,18,"29,000",0,84.91,10,북아현동
힐스테이트신촌,2020,2020,6,27,"52,000",0,55.9706,4,북아현동
충정리시온,2004,2020,6,20,"33,500",0,45.89,13,충정로3가
홍은동풍림아이원,2002,2020,7,15,"37,000",0,116.101,3,홍은동
홍은동풍림아이원,2002,2020,7,15,"37,000",0,116.101,3,홍은동
디엠씨엘가,2017,2020,7,4,"13,500",0,13.03,2,남가좌동
천연뜨란채,2006,2020,7,25,"39,000",0,55.85,12,천연동
신촌푸르지오,2015,2020,7,11,"10,000",145,59.88,6,북아현동
동부센트레빌,2002,2020,7,10,"40,000",0,59.86,10,냉천동
청구3차,2001,2020,7,6,"32,500",0,59.4,9,홍제동
DMC두산위브,2007,2020,7,20,"45,000",0,84.9631,9,북가좌동
힐스테이트신촌,2020,2020,7,25,"55,000",0,59.8404,13,북아현동
힐스테이트신촌,2020,2020,7,11,"55,000",0,59.8404,14,북아현동
동부센트레빌,2002,2020,8,17,"50,000",0,84.93,9,냉천동
힐스테이트신촌,2020,2020,8,27,"67,000",0,84.6043,12,북아현동
홍제삼성래미안,2001,2020,8,27,"45,000",0,84.33,4,홍제동
충정리시온,2004,2020,8,28,"2,000",110,45.89,15,충정로3가
금호어울림,2016,2020,8,29,"51,000",0,84.7861,6,홍제동
두산,1999,2020,8,9,"40,000",0,59.96,3,북아현동
풍림2,1990,2020,8,20,"27,000",0,58.5,2,홍은동
현대그린,1996,2020,8,1,"34,500",0,84.96,8,홍제동
홍제한양,1993,2020,8,19,"25,500",0,60.06,10,홍제동
돈의문센트레빌,2011,2020,8,29,"55,000",0,59.98,7,냉천동
현대그린,1996,2020,9,9,"34,000",0,84.96,1,홍제동
홍제센트럴IPARK,2020,2020,9,28,"50,000",0,59.9837,10,홍제동
홍제원현대(459-0),2000,2020,9,12,"26,000",40,59.93,8,홍제동
힐스테이트신촌,2020,2020,9,26,"70,000",0,84.968,3,북아현동
남가좌동현대,1999,2020,9,11,"16,500",110,84.78,2,남가좌동
홍제한양,1993,2020,9,29,"32,000",0,60.06,12,홍제동
홍제한양,1993,2020,9,22,"35,000",0,60.06,6,홍제동
DMC센트레빌,2009,2020,9,11,"42,000",0,59.95,13,남가좌동
독립문극동(200-0),1998,2020,9,26,"55,000",0,84.87,11,현저동
홍제삼성래미안,2001,2020,9,23,"29,900",0,60,1,홍제동
신촌푸르지오,2015,2020,10,24,"30,000",100,84.9892,16,북아현동
홍제한양,1993,2020,10,13,"32,000",0,60.06,9,홍제동
신촌럭키,1999,2020,10,17,"44,000",0,83.38,11,대현동
두산,1999,2020,10,31,"45,000",0,59.96,4,북아현동
돈의문센트레빌,2011,2020,10,31,"68,000",0,84.99,13,냉천동
문화촌현대,2002,2020,10,31,"32,000",0,59.94,17,홍제동
남양,1999,2020,10,9,"31,000",0,59.94,9,홍제동
두산,1999,2020,10,16,"50,000",0,59.96,2,북아현동
힐스테이트신촌,2020,2020,10,30,"10,000",190,55.9706,15,북아현동
힐스테이트신촌,2020,2020,10,23,"69,000",0,59.8404,3,북아현동
DMC센트럴아이파크,2018,2020,11,16,"50,400",0,103.19,1,남가좌동
신촌푸르지오,2015,2020,11,15,"77,100",0,84.9892,19,북아현동
신촌럭키,1999,2020,11,21,"45,000",0,59.7,3,대현동
극동,1995,2020,11,16,"9,000",100,84.92,12,홍은동
에스케이뷰,2008,2020,11,20,"30,000",120,84.98,8,합동
DMC래미안e편한세상,2012,2020,11,28,"101,000",0,120.95,10,북가좌동
홍제삼성래미안,2001,2020,11,28,"23,100",0,32.76,2,홍제동
두산,1999,2020,11,30,"35,000",50,59.96,9,북아현동
신촌럭키,1999,2020,11,21,"45,000",0,59.7,3,대현동
독립문삼호,1995,2020,11,28,"45,000",50,84.78,15,영천동
DMC에코자이,2019,2020,12,24,"5,000",165,59.79,1,남가좌동
홍제원현대(459-0),2000,2020,12,20,"45,000",0,59.93,1,홍제동
홍은동벽산,1997,2020,12,14,"40,000",0,58.64,7,홍은동
독립문극동(200-0),1998,2020,12,5,"57,000",0,59.58,19,현저동
신촌푸르지오,2015,2020,12,19,"60,000",0,49.8769,2,북아현동
태영으뜸(데시앙),1998,2020,12,19,"25,000",0,46.99,5,홍제동
월드컵현대,1998,2020,12,31,"45,000",0,59.76,3,북가좌동
DMC래미안클라시스,2000,2020,12,22,"10,000",75,59.59,17,남가좌동
DMC래미안클라시스,2000,2020,12,22,"10,000",80,59.59,17,남가좌동
독립문극동(200-0),1998,2020,12,12,"20,000",130,84.87,13,현저동
DMC센트럴아이파크,2018,2021,2,18,"39,900",0,59.91,13,남가좌동
독립문삼호,1995,2021,2,24,"60,000",0,84.78,8,영천동
천연뜨란채,2006,2021,2,27,"20,000",45,30.17,7,천연동
동부센트레빌,2002,2021,2,20,"37,800",0,59.86,17,냉천동
홍제센트럴IPARK,2020,2021,2,6,"50,000",90,84.9728,2,홍제동
DMC래미안클라시스,2000,2021,2,20,"40,000",70,114.93,19,남가좌동
신촌럭키,1999,2021,2,27,"45,000",0,59.7,6,대현동
독립문극동(200-0),1998,2021,2,20,"55,000",0,59.58,6,현저동
두산,1999,2021,2,15,"47,000",0,59.96,16,북아현동
홍제현대,1992,2021,2,24,"54,500",0,75.15,5,홍제동
홍은동벽산,1997,2021,3,1,"50,000",0,84.78,5,홍은동
홍은미성,1985,2021,3,23,"25,200",0,65.43,3,홍은동
DMC한양,1987,2021,3,27,"34,000",0,84.33,8,북가좌동
홍은동아더프라임,2014,2021,3,10,"50,000",0,74.8918,10,홍은동
DMC래미안클라시스,2000,2021,3,13,"10,000",74,59.93,4,남가좌동
에스케이뷰,2008,2021,3,17,"30,000",80,59.956,11,합동
래미안루센티아,2020,2021,3,13,"1,000",60,84.95,24,남가좌동
DMC파크뷰자이5단지,2015,2021,3,11,"5,000",130,59.981,8,남가좌동
홍제현대,1992,2021,3,6,"10,000",80,60.81,1,홍제동
"현대(1,2차)",1988,2021,3,16,"10,000",80,74.52,5,홍은동
천연뜨란채,2006,2021,4,28,"50,000",0,55.85,4,천연동
독립문파크빌,2000,2021,4,1,"31,500",0,59.4,7,현저동
남가좌동현대,1999,2021,4,17,"40,000",0,59.4,2,남가좌동
천연뜨란채,2006,2021,4,30,"10,000",150,75.8,4,천연동
신촌푸르지오,2015,2021,4,17,"71,400",0,84.9892,8,북아현동
"현대(1,2차)",1988,2021,4,28,"30,000",0,84.77,12,홍은동
천연뜨란채,2006,2021,4,26,"3,000",80,30.17,3,천연동
풍림2,1990,2021,4,24,"31,500",0,107.2,15,홍은동
"현대(1,2차)",1988,2021,4,5,"40,000",0,84.77,14,홍은동
월드컵현대,1998,2021,4,24,"43,000",0,59.76,1,북가좌동
e편한세상신촌3단지,2018,2021,5,8,"72,000",0,59.85,4,북아현동
e편한세상신촌1단지,2018,2021,5,26,"87,000",0,84.93,8,북아현동
연희파크푸르지오,2018,2021,5,24,"47,250",0,59.9835,14,연희동
신촌럭키,1999,2021,5,19,"42,000",0,59.7,7,대현동
DMC두산위브,2007,2021,5,17,"50,000",0,84.9623,10,북가좌동
에스케이뷰,2008,2021,5,31,"39,900",56,84.909,6,합동
DMC파크뷰자이2단지,2015,2021,5,18,"20,000",180,84.99,20,남가좌동
인왕산현대,2000,2021,5,8,"34,500",0,59.93,5,홍제동
북가좌삼호,1996,2021,5,24,"55,000",0,84.57,16,북가좌동
두산,1997,2021,5,24,"53,000",0,84.84,2,홍은동
풍림2,1990,2021,6,18,"40,000",0,58.5,7,홍은동
e편한세상신촌3단지,2018,2021,6,8,"85,000",0,84.93,11,북아현동
풍림2,1990,2021,6,18,"40,000",0,58.5,7,홍은동
홍제한양,1993,2021,6,1,"37,000",0,60.06,15,홍제동
DMC래미안클라시스,2000,2021,6,14,"10,000",130,84.9,16,남가좌동
홍제한양,1993,2021,6,27,"40,000",0,60.06,4,홍제동
DMC래미안클라시스,2000,2021,6,26,"31,500",0,59.59,14,남가좌동
돈의문센트레빌,2011,2021,6,17,"55,000",0,84.99,1,냉천동
DMC파크뷰자이4단지,2015,2021,6,22,"57,750",0,84.968,3,남가좌동
인왕궁맨숀,1974,2021,6,26,"3,000",60,62.81,4,홍제동
홍은동벽산,1997,2021,7,3,"40,000",0,58.64,5,홍은동
신촌푸르지오,2015,2021,7,30,"39,600",0,34.7529,14,북아현동
홍제한양,1993,2021,7,25,"56,000",0,84.77,1,홍제동
인왕산한신휴플러스,2009,2021,7,31,"65,000",0,84.925,9,홍제동
대우푸르지오,2002,2021,7,3,"34,650",0,59.584,6,연희동
북가좌삼호,1996,2021,7,16,"57,000",0,84.57,4,북가좌동
홍은동아더프라임,2014,2021,7,31,"57,000",0,74.8918,8,홍은동
신촌럭키,1999,2021,7,16,"46,000",40,83.38,10,대현동
홍제한양,1993,2021,7,23,"36,750",0,84.77,8,홍제동
DMC파크뷰자이1단지,2015,2021,7,17,"58,800",0,84.968,11,남가좌동
DMC래미안e편한세상,2012,2021,8,16,"60,900",0,84.94,32,북가좌동
DMC래미안e편한세상,2012,2021,8,13,"48,500",0,59.97,4,북가좌동
신촌럭키,1999,2021,8,10,"60,900",0,121.6,5,대현동
홍제삼성래미안,2001,2021,8,14,"26,460",0,32.76,4,홍제동
북한산더샵,2017,2021,8,30,"20,000",150,84.747,2,홍은동
e편한세상신촌2단지,2018,2021,8,19,"105,000",0,84.93,9,북아현동
DMC파크뷰자이1단지,2015,2021,8,28,"67,000",0,59.992,11,남가좌동
홍은동벽산,1997,2021,8,15,"42,000",0,58.64,13,홍은동
청구3차,2001,2021,8,12,"60,000",0,84.96,3,홍제동
홍제한양,1993,2021,8,11,"37,000",0,60.06,13,홍제동
래미안루센티아,2020,2021,9,27,"70,000",0,59.98,6,남가좌동
천연뜨란채,2006,2021,9,4,"5,000",105,55.82,14,천연동
유원하나,1996,2021,9,15,"40,000",0,58.77,2,홍제동
DMC이랜드해가든,2007,2021,9,10,"44,100",0,65.77,10,북가좌동
홍제역해링턴플레이스,2024,2021,9,27,"9,316",33,39.38,1,홍제동
홍제역해링턴플레이스,2024,2021,9,30,"30,000",120,59.99,6,홍제동
대우푸르지오,2002,2021,9,12,"10,000",0,59.584,21,연희동
홍제삼성래미안,2001,2021,9,8,"51,000",0,60,9,홍제동
홍은동벽산,1997,2021,9,28,"43,000",0,84.78,2,홍은동
홍제한양,1993,2021,9,11,"42,000",0,60.06,13,홍제동
홍은동아더프라임,2014,2021,10,2,"60,000",0,74.8918,14,홍은동
DMC파크뷰자이3단지,2015,2021,10,16,"50,000",0,59.981,16,남가좌동
신촌럭키,1999,2021,10,31,"50,000",0,59.7,15,대현동
두산,1999,2021,10,13,"50,000",20,59.96,15,북아현동
신원지벤스타2,2005,2021,10,27,"65,000",0,141.7,1,홍은동
홍제한양,1993,2021,10,9,"22,000",45,60.06,2,홍제동
DMC파크뷰자이1단지,2015,2021,10,29,"50,000",0,59.977,4,남가좌동
신촌푸르지오,2015,2021,10,15,"67,200",0,84.9892,7,북아현동
홍은동벽산,1997,2021,10,4,"45,000",0,58.64,8,홍은동
금호어울림,2016,2021,10,28,"20,000",150,84.7861,9,홍제동
DMC파크뷰자이1단지,2015,2021,11,27,"40,000",225,120.492,10,남가좌동
홍은동벽산,1997,2021,11,11,"45,000",0,84.78,6,홍은동
천연뜨란채,2006,2021,11,1,"3,000",120,55.82,1,천연동
동부센트레빌,2002,2021,11,6,"55,000",0,59.86,6,냉천동
e편한세상신촌3단지,2018,2021,11,17,"73,500",0,84.95,3,북아현동
DMC파크뷰자이4단지,2015,2021,11,13,"59,850",0,84.968,16,남가좌동
천연뜨란채,2006,2021,11,27,"30,530",0,55.85,17,천연동
홍제원현대(459-0),2000,2021,11,12,"48,000",0,59.93,10,홍제동
DMC에코자이,2019,2021,11,30,"39,900",0,59.656,5,남가좌동
홍제역해링턴플레이스,2024,2021,11,27,"20,000",150,59.99,3,홍제동
DMC파크뷰자이1단지,2015,2021,12,29,"60,900",0,84.971,5,남가좌동
유원하나,1996,2021,12,16,"25,000",0,58.77,6,홍제동
예스에이피엠,2007,2021,12,28,"3,000",100,38.72,10,대현동
DMC파크뷰자이3단지,2015,2021,12,18,"46,200",0,59.981,2,남가좌동
DMC래미안클라시스,2000,2021,12,25,"34,650",0,59.59,14,남가좌동
DMC이랜드해가든,2007,2021,12,11,"3,000",170,84.91,10,북가좌동
홍제삼성래미안,2001,2021,12,18,"60,000",0,84.33,1,홍제동
DMC아이파크,2009,2021,12,20,"63,000",0,59.96,8,북가좌동
문화촌현대,2002,2021,12,24,"38,000",0,59.94,11,홍제동
DMC파크뷰자이2단지,2015,2021,12,4,"59,850",0,84.968,10,남가좌동
천연뜨란채,2006,2022,2,24,"50,000",0,55.82,3,천연동
풍림2,1990,2022,2,19,"25,000",0,58.5,4,홍은동
홍제한양,1993,2022,2,9,"30,000",0,60.06,2,홍제동
홍제역해링턴플레이스,2024,2022,2,4,"30,000",120,59.99,6,홍제동
신촌럭키,1999,2022,2,7,"45,000",0,59.7,13,대현동
,2021,2022,2,24,"8,200",69,59.7501,11,홍은동
신촌럭키,1999,2022,2,22,"46,000",0,83.38,3,대현동
홍제한양,1993,2022,2,12,"38,850",0,84.77,5,홍제동
DMC파크뷰자이5단지,2015,2022,2,4,"58,000",0,59.981,8,남가좌동
문화촌현대,2002,2022,2,11,"38,000",0,59.94,16,홍제동
DMC래미안e편한세상,2012,2022,3,23,"59,000",40,84.95,10,북가좌동
에스케이뷰,2008,2022,3,26,"75,000",0,84.909,9,합동
DMC파크뷰자이4단지,2015,2022,3,7,"58,500",0,84.968,10,남가좌동
돈의문센트레빌,2011,2022,3,30,"10,000",230,84.99,1,냉천동
