아파트 이름,거래 금액(만원),거래 연도,거래 월,거래 일,전용 면적(㎡),층수,법정동명,도로명 주소
안암골벽산,"64,500",2018,10,27,84.98,17,제기동,약령시로
현대캐슬,"24,300",2018,10,23,26.3,5,휘경동,망우로12길
래미안장안2차,"60,000",2018,10,24,64.85,12,장안동,장안벚꽃로
한신아파트,"65,800",2018,10,26,84.76,6,제기동,고산자로
태솔아파트3차,"38,800",2018,10,29,59.52,9,장안동,장한로26가길
태솔아파트3차,"32,600",2018,10,18,50.51,13,장안동,장한로26가길
태솔아파트3차,"34,000",2018,10,20,51.96,12,장안동,장한로26가길
래미안이문2차,"75,000",2018,11,10,84.61,17,이문동,이문로12길
U포그니2차,"35,500",2018,11,30,55.06,5,장안동,답십리로68길
U포그니2차,"28,200",2018,11,28,46.6,7,장안동,답십리로68길
두산,"59,500",2018,11,29,84.83,12,답십리동,답십리로56길
태솔아파트3차,"35,400",2018,11,20,57.98,6,장안동,장한로26가길
한신,"51,500",2018,11,26,59.97,3,청량리동,제기로
롯데캐슬피렌체,"81,500",2018,11,28,84.99,5,용두동,정릉천동로
래미안아름숲,"87,000",2018,11,30,84.7,7,전농동,전농로16길
민족통일MJ캠퍼스외대2차,"30,000",2018,11,30,27.57,10,이문동,이문로
전농동삼성래미안,"50,000",2018,11,30,59.93,2,전농동,전농로
태솔아파트3차,"40,000",2018,12,30,58.24,10,장안동,장한로26가길
태솔아파트3차,"36,400",2018,12,28,57.98,12,장안동,장한로26가길
태솔아파트3차,"39,900",2018,12,28,59.57,12,장안동,장한로26가길
태솔아파트3차,"32,900",2018,12,26,50.51,9,장안동,장한로26가길
태솔아파트3차,"35,900",2018,12,27,57.98,7,장안동,장한로26가길
태솔아파트3차,"35,900",2018,12,27,57.98,8,장안동,장한로26가길
태솔아파트3차,"36,400",2018,12,27,59.24,14,장안동,장한로26가길
태솔아파트3차,"36,400",2018,12,27,57.98,11,장안동,장한로26가길
태솔아파트3차,"36,400",2018,12,28,57.98,14,장안동,장한로26가길
태솔아파트3차,"38,000",2018,12,25,59.52,6,장안동,장한로26가길
용두두산위브,"64,000",2019,2,27,59.99,6,용두동,정릉천동로
현대,"42,500",2019,2,22,84.94,5,휘경동,서울시립대로29길
일성트루엘,"56,000",2019,2,28,84.9216,8,장안동,천호대로83길
주공2,"46,000",2019,2,24,59.97,17,휘경동,한천로
용두두산위브,"73,000",2019,2,25,84.99,23,용두동,정릉천동로
한신아파트,"51,700",2019,2,15,59.84,7,제기동,고산자로
미주,"83,000",2019,2,25,101.62,12,청량리동,약령시로
대림e-편한세상,"73,000",2019,2,13,132.469,1,이문동,한천로63길
동아,"59,000",2019,2,12,70.03,11,전농동,서울시립대로
동양1차,"34,700",2019,2,25,43.59,5,휘경동,망우로
래미안위브,"90,000",2019,3,18,84.98,9,답십리동,답십리로
현대,"45,400",2019,3,22,84.94,10,휘경동,서울시립대로29길
주공1,"55,500",2019,3,30,84.29,13,휘경동,한천로
미주,"83,000",2019,3,23,86.78,12,청량리동,약령시로
신현대,"55,000",2019,3,31,84.96,11,회기동,이문로1길
태솔타운3차,"21,000",2019,3,21,38.09,10,장안동,장한로26가길
서희스타힐스,"43,000",2019,3,19,80.53,14,장안동,장한로20길
대림e-편한세상,"52,900",2019,3,25,59.958,18,이문동,한천로63길
두산위브,"70,500",2019,3,20,84.91,11,답십리동,황물로15길
래미안위브,"89,900",2019,3,30,84.99,14,답십리동,답십리로
래미안 허브리츠,"71,700",2019,4,5,59.98,3,용두동,정릉천동로
우성그린,"50,000",2019,4,26,84.98,17,답십리동,답십리로59길
베라체캠퍼스,"25,800",2019,4,15,24.011,6,회기동,이문로
래미안이문2차,"78,500",2019,4,26,84.61,11,이문동,이문로12길
이문삼성래미안아파트,"66,000",2019,4,24,114.988,14,이문동,천장산로11길
한신,"60,000",2019,4,25,84.92,10,청량리동,제기로
한신,"50,500",2019,4,25,59.97,2,청량리동,제기로
신현대,"54,250",2019,4,29,84.96,6,회기동,이문로1길
두산위브,"62,800",2019,4,22,59.91,9,답십리동,황물로15길
장안SM드림빌(360-2),"37,000",2019,4,22,113.28,2,장안동,장한로12길
대림e-편한세상,"68,000",2019,5,18,114.937,5,이문동,한천로63길
롯데낙천대,"59,500",2019,5,15,82.82,14,휘경동,외대역동로1길
전농SK,"70,000",2019,5,7,114.3,2,전농동,사가정로
두산,"57,000",2019,5,27,84.83,17,답십리동,답십리로56길
래미안 허브리츠,"82,000",2019,5,31,84.96,11,용두동,정릉천동로
전농SK,"66,500",2019,5,27,84.95,20,전농동,사가정로
미주,"83,500",2019,5,21,103.97,1,청량리동,약령시로
현대썬앤빌청계,"13,850",2019,5,25,14.82,11,답십리동,고미술로
래미안크레시티,"76,000",2019,5,21,59.99,15,전농동,사가정로
장안현대홈타운(336),"89,500",2019,5,29,133.72,8,장안동,장안벚꽃로
래미안위브,"79,500",2019,6,22,59.96,3,답십리동,답십리로
미주,"87,000",2019,6,25,101.65,11,청량리동,약령시로
신부파스카(313-7),"36,800",2019,6,24,78.15,10,장안동,장한로36길
전농SK,"52,000",2019,6,29,59.34,3,전농동,사가정로
전농SK,"64,500",2019,6,30,84.95,5,전농동,사가정로
전농SK,"56,000",2019,6,30,59.96,12,전농동,사가정로
한신아파트,"52,500",2019,6,29,59.84,9,제기동,고산자로
한신아파트,"59,500",2019,6,28,84.76,4,제기동,고산자로
래미안장안,"72,000",2019,6,27,115.681,2,장안동,장한로14길
주공1,"66,000",2019,6,23,114.73,7,휘경동,한천로
휘경SK뷰,"70,900",2019,7,12,59.39,12,휘경동,휘경로
래미안크레시티,"106,900",2019,7,26,84.98,16,전농동,사가정로
주공1,"56,750",2019,7,2,84.86,9,휘경동,한천로
형인허브빌2차(566),"47,000",2019,7,28,83.65,7,장안동,천호대로89길
래미안아름숲,"70,000",2019,7,30,59.9,6,전농동,전농로16길
현대썬앤빌청계,"16,200",2019,7,5,18.38,12,답십리동,고미술로
한강훼미리주상복합아파트,"42,500",2019,7,19,83.43,9,장안동,한천로24길
주공2,"32,900",2019,7,26,39.98,10,휘경동,한천로
용두두산위브,"80,000",2019,7,27,84.99,23,용두동,정릉천동로
청계한신휴플러스,"76,750",2019,7,15,59.74,19,답십리동,서울시립대로
장안현대홈타운(336),"66,000",2019,8,26,84.87,6,장안동,장안벚꽃로
래미안크레시티,"90,000",2019,8,5,59.99,5,전농동,사가정로
전농SK,"56,500",2019,8,5,59.96,22,전농동,사가정로
래미안위브,"91,500",2019,8,16,84.98,1,답십리동,답십리로
금성아파트,"36,250",2019,8,30,71.14,2,장안동,사가정로23가길
전농우성,"31,800",2019,8,26,44.24,3,전농동,사가정로
미주,"89,000",2019,8,10,101.62,3,청량리동,약령시로
래미안엘파인아파트,"60,000",2019,8,14,59.95,16,답십리동,한천로37길
래미안 허브리츠,"99,500",2019,8,31,84.96,6,용두동,정릉천동로
래미안 허브리츠,"86,000",2019,8,31,59.98,15,용두동,정릉천동로
전농SK,"74,000",2019,9,18,114.3,20,전농동,사가정로
장안힐스테이트,"75,500",2019,9,20,84.897,20,장안동,장안벚꽃로1길
쌍용,"49,000",2019,9,20,59.99,16,이문동,한천로58길
신동아,"62,600",2019,9,5,84.63,14,용두동,무학로26길
한신휴플러스그린파크,"77,000",2019,9,28,84.98,8,답십리동,답십리로38길
래미안 허브리츠,"100,000",2019,9,27,84.97,13,용두동,정릉천동로
동답한신,"34,700",2019,9,23,44.35,6,답십리동,답십리로
전농우성,"42,500",2019,9,24,59.78,9,전농동,사가정로
답십리청솔우성,"67,800",2019,9,23,114.76,1,답십리동,전농로10길
주공1,"59,300",2019,9,23,84.8,17,휘경동,한천로
전농SK,"55,500",2019,10,13,59.34,19,전농동,사가정로
휘경SK뷰,"80,000",2019,10,18,59.39,12,휘경동,휘경로
주공1,"58,000",2019,10,16,84.86,7,휘경동,한천로
전농동신성미소지움,"74,600",2019,10,12,55.371,10,전농동,서울시립대로
래미안장안2차,"61,000",2019,10,19,64.85,5,장안동,장안벚꽃로
래미안이문2차,"90,000",2019,10,16,114.5,18,이문동,이문로12길
래미안장안2차,"71,000",2019,10,12,81.05,20,장안동,장안벚꽃로
장안힐스테이트,"64,800",2019,10,17,59.885,23,장안동,장안벚꽃로1길
장안힐스테이트,"75,500",2019,10,21,84.789,17,장안동,장안벚꽃로1길
동아,"59,000",2019,10,24,57.9,10,전농동,서울시립대로
청솔아파트(B동),"31,500",2019,11,5,59.93,8,장안동,장한로23길
전농우성,"62,500",2019,11,17,115.56,13,전농동,사가정로
대림e-편한세상,"77,000",2019,11,24,132.469,2,이문동,한천로63길
주공1,"58,000",2019,11,21,84.29,9,휘경동,한천로
주공1,"72,500",2019,11,7,114.62,10,휘경동,한천로
휘경베스트빌현대,"42,900",2019,11,11,59.92,13,휘경동,장안벚꽃로5길
휘경SK뷰,"63,000",2019,11,7,59.55,3,휘경동,휘경로
전농SK,"59,000",2019,11,30,59.96,16,전농동,사가정로
래미안장안2차,"82,000",2019,11,12,112.92,18,장안동,장안벚꽃로
글로벌팰리스,"26,900",2019,11,30,22.79,9,장안동,천호대로
동대문더퍼스트데시앙,"85,000",2019,12,3,84.9375,16,장안동,장한로27가길
르메이에르장안타운3차,"42,000",2019,12,7,84.57,8,장안동,장한로26다길
전농우성,"42,900",2019,12,9,59.78,4,전농동,사가정로
장안위더스빌,"54,000",2019,12,14,84.99,4,장안동,한천로
청계와이즈노벨리아,"85,500",2019,12,26,74.9044,8,답십리동,서울시립대로
동대문더퍼스트데시앙,"80,800",2019,12,26,84.8605,2,장안동,장한로27가길
장안현대홈타운(336),"57,000",2019,12,20,59.54,4,장안동,장안벚꽃로
전농SK,"78,000",2019,12,31,114.3,19,전농동,사가정로
휘경미소지움,"50,000",2019,12,3,59.84,20,휘경동,망우로
대명이룸아파트(565-0),"50,000",2019,12,21,83.75,5,장안동,천호대로77길
래미안크레시티,"120,000",2020,2,24,84.97,6,전농동,사가정로
래미안크레시티,"117,000",2020,2,3,84.97,7,전농동,사가정로
래미안 허브리츠,"92,000",2020,2,13,59.96,10,용두동,정릉천동로
전농우성,"56,000",2020,2,18,84.84,3,전농동,사가정로
전농SK,"60,000",2020,2,19,59.34,14,전농동,사가정로
롯데,"50,000",2020,2,12,59.94,13,휘경동,망우로
래미안 허브리츠,"93,500",2020,2,16,59.98,11,용두동,정릉천동로
래미안 허브리츠,"92,000",2020,2,13,59.9,6,용두동,정릉천동로
래미안 허브리츠,"103,000",2020,2,12,84.96,3,용두동,정릉천동로
전농우성,"63,800",2020,2,15,115.56,12,전농동,사가정로
청계천대성스카이렉스2,"70,000",2020,3,7,84.99,2,용두동,청계천로
롯데,"52,000",2020,3,13,59.94,14,휘경동,망우로
래미안위브,"81,000",2020,3,30,59.97,12,답십리동,답십리로
래미안위브,"81,000",2020,3,30,59.97,12,답십리동,답십리로
청계벽산메가트리움,"66,000",2020,3,25,84.96,10,답십리동,천호대로
래미안위브,"81,000",2020,3,30,59.97,12,답십리동,답십리로
전농SK,"73,000",2020,3,30,114.3,18,전농동,사가정로
장안삼성쉐르빌,"52,000",2020,3,30,119.78,15,장안동,장한로
광남캐스빌,"87,000",2020,3,27,84.71,1,청량리동,홍릉로12길
현대,"77,000",2020,3,26,82.18,7,청량리동,약령시로21길
청계한신휴플러스,"90,000",2020,4,24,59.74,10,답십리동,서울시립대로
한신아파트,"73,000",2020,4,30,84.76,19,제기동,고산자로
미주,"99,000",2020,4,30,101.65,9,청량리동,약령시로
전농동삼성래미안,"63,000",2020,4,30,59.93,9,전농동,전농로
전농동삼성래미안,"63,000",2020,4,30,59.93,5,전농동,전농로
신일해피트리2차(567),"50,000",2020,4,25,71.44,15,장안동,천호대로77가길
휘경베스트빌현대,"42,000",2020,4,30,59.92,2,휘경동,장안벚꽃로5길
가야써니빌(373-7),"39,000",2020,4,26,84.87,11,장안동,장한로21길
래미안아름숲,"95,000",2020,4,23,84.7,2,전농동,전농로16길
홍릉동부,"73,500",2020,4,24,84.91,5,청량리동,홍릉로10길
주공2,"52,000",2020,5,1,59.79,21,휘경동,한천로
주공1,"67,700",2020,5,5,84.84,8,휘경동,한천로
래미안크레시티,"99,000",2020,5,23,59.99,7,전농동,사가정로
동서울한양,"40,000",2020,5,13,59.67,1,답십리동,답십리로
동서울한양,"40,000",2020,5,13,59.67,1,답십리동,답십리로
휘경베스트빌현대,"59,800",2020,5,4,84.99,5,휘경동,장안벚꽃로5길
정은스카이빌101동,"50,500",2020,5,31,80.37,6,장안동,답십리로69길
대림,"59,300",2020,5,30,59.65,11,답십리동,답십리로60길
홍파,"55,000",2020,5,30,61.72,3,제기동,제기로15길
현대,"56,000",2020,5,30,59.92,8,이문동,한천로58길
래미안크레시티,"108,500",2020,6,27,59.99,8,전농동,사가정로
쌍용,"66,000",2020,6,16,84.89,2,이문동,한천로58길
이문2차푸르지오,"64,000",2020,6,16,84.99,2,이문동,한천로58길
래미안장안,"79,700",2020,6,13,84.774,13,장안동,장한로14길
한신아파트,"81,000",2020,6,30,114.885,13,제기동,고산자로
전농우성,"71,000",2020,6,13,126.63,2,전농동,사가정로
래미안장안2차,"83,000",2020,6,25,81.05,8,장안동,장안벚꽃로
동일스위트리버,"85,000",2020,6,8,120.456,20,휘경동,한천로
전농동신성미소지움,"108,000",2020,6,11,112.874,11,전농동,서울시립대로
휘경SK뷰,"88,000",2020,6,12,59.55,25,휘경동,휘경로
서희스타힐스,"51,000",2020,7,8,80.53,7,장안동,장한로20길
효자워너빌,"57,500",2020,7,14,84.64,5,휘경동,망우로
래미안장안,"85,000",2020,7,30,84.774,5,장안동,장한로14길
미주,"110,000",2020,7,8,101.65,7,청량리동,약령시로
래미안크레시티,"107,000",2020,7,29,59.99,6,전농동,사가정로
한신아파트,"68,000",2020,7,18,59.84,16,제기동,고산자로
전농SK,"66,000",2020,7,6,59.34,10,전농동,사가정로
우성그린,"54,750",2020,7,10,59.36,13,답십리동,답십리로59길
래미안위브,"99,000",2020,7,8,59.96,8,답십리동,답십리로
장안예원(418-4),"40,000",2020,7,18,80.32,1,장안동,한천로6길
래미안미드카운티,"131,500",2020,8,27,84.97,14,답십리동,답십리로
중앙하이츠빌,"86,500",2020,8,10,114.84,10,이문동,외대역동로
래미안미드카운티,"126,000",2020,8,8,84.99,2,답십리동,답십리로
래미안미드카운티,"132,000",2020,8,19,84.99,16,답십리동,답십리로
태솔아파트2차,"38,500",2020,8,10,58.54,9,장안동,장한로26가길
가야써니빌(373-7),"47,500",2020,8,31,114.69,5,장안동,장한로21길
한신아파트,"70,500",2020,8,27,59.84,8,제기동,고산자로
힐스테이트청계,"92,500",2020,8,29,48.98,9,답십리동,천호대로55길
래미안장안2차,"83,000",2020,8,25,81.05,3,장안동,장안벚꽃로
래미안미드카운티,"131,500",2020,8,27,84.97,14,답십리동,답십리로
주공1,"74,500",2020,9,5,84.8,17,휘경동,한천로
래미안위브,"119,000",2020,9,11,84.98,8,답십리동,답십리로
안암골벽산,"95,000",2020,9,26,116.69,4,제기동,약령시로
신답극동,"89,900",2020,9,21,105.59,13,답십리동,서울시립대로
장안힐스테이트,"80,500",2020,9,17,59.885,10,장안동,장안벚꽃로1길
전농SK,"92,000",2020,9,10,84.95,14,전농동,사가정로
래미안아름숲,"124,200",2020,9,29,114.92,7,전농동,전농로16길
서울가든,"51,500",2020,9,25,85.92,5,휘경동,겸재로
삼희,"38,000",2020,9,28,42.93,8,답십리동,고미술로
장안삼성쉐르빌,"64,000",2020,9,28,119.78,14,장안동,장한로
두산,"84,500",2020,10,31,84.83,21,답십리동,답십리로56길
용두두산위브,"119,000",2020,10,23,105.6,19,용두동,정릉천동로
래미안크레시티,"140,000",2020,10,5,84.96,13,전농동,사가정로
전농SK,"95,000",2020,10,26,84.84,7,전농동,사가정로
태솔타운3차,"27,800",2020,10,24,48.16,10,장안동,장한로26가길
래미안크레시티,"107,200",2020,10,7,59.99,8,전농동,사가정로
신일해피트리아파트101동,"58,000",2020,10,19,84.71,12,장안동,천호대로77길
두산,"84,500",2020,10,31,84.83,21,답십리동,답십리로56길
신답극동,"69,000",2020,10,31,53.1,7,답십리동,서울시립대로
한신,"69,500",2020,10,31,59.97,5,청량리동,제기로
래미안크레시티,"115,000",2020,11,11,59.99,10,전농동,사가정로
동대문롯데캐슬노블레스,"119,800",2020,11,1,59.98,21,전농동,답십리로23길
한신휴플러스그린파크,"93,000",2020,11,18,84.98,2,답십리동,답십리로38길
신답극동,"70,000",2020,11,14,53.1,9,답십리동,서울시립대로
비젼아파트101동,"50,000",2020,11,12,84.57,1,장안동,장한로8길
래미안미드카운티,"132,800",2020,11,25,84.99,6,답십리동,답십리로
래미안크레시티,"161,000",2020,11,11,121.98,14,전농동,사가정로
힐스테이트청계,"129,000",2020,11,14,84.85,12,답십리동,천호대로55길
장안현대홈타운(336),"107,000",2020,11,20,112.78,11,장안동,장안벚꽃로
래미안크레시티,"135,000",2020,11,14,84.96,20,전농동,사가정로
동일스위트리버,"95,000",2020,12,16,120.456,1,휘경동,한천로
래미안크레시티,"161,000",2020,12,10,121.95,16,전농동,사가정로
비젼아파트103동,"45,000",2020,12,9,70.01,7,장안동,장한로8길
신답극동,"69,000",2020,12,12,53.1,6,답십리동,서울시립대로
신일해피트리2차(567),"77,700",2020,12,25,84.83,10,장안동,천호대로77가길
래미안크레시티,"141,500",2020,12,12,84.98,12,전농동,사가정로
래미안크레시티,"119,800",2020,12,6,59.99,3,전농동,사가정로
두산,"86,000",2020,12,15,84.83,6,답십리동,답십리로56길
전농우성,"60,000",2020,12,29,59.78,8,전농동,사가정로
동대문롯데캐슬노블레스,"130,000",2020,12,30,59.98,13,전농동,답십리로23길
세양청마루,"76,750",2021,2,27,84.98,18,답십리동,답십리로59길
동서울한양,"69,500",2021,2,20,76.41,11,답십리동,답십리로
래미안장안2차,"99,800",2021,2,16,81.05,12,장안동,장안벚꽃로
래미안이문2차,"97,000",2021,2,10,84.61,20,이문동,이문로12길
동재(A동),"54,500",2021,2,25,84.8,2,장안동,한천로4길
태솔타운(1차),"30,000",2021,2,27,49.77,8,장안동,장한로26가길
현대,"62,500",2021,2,24,84.94,4,휘경동,서울시립대로29길
동일스위트리버,"79,500",2021,2,27,59.732,12,휘경동,한천로
동아,"84,500",2021,2,27,57.9,17,전농동,서울시립대로
힐스테이트청계,"130,800",2021,2,17,59.86,3,답십리동,천호대로55길
청계한신휴플러스,"107,000",2021,3,5,59.74,3,답십리동,서울시립대로
청계한신휴플러스,"107,000",2021,3,6,59.74,3,답십리동,서울시립대로
래미안 허브리츠,"126,500",2021,3,3,84.96,2,용두동,정릉천동로
건영스타밸리,"57,000",2021,3,25,62.15,6,제기동,경동시장로
래미안아름숲,"139,000",2021,3,3,114.9,4,전농동,전농로16길
래미안 허브리츠,"129,000",2021,3,19,84.97,15,용두동,정릉천동로
래미안 허브리츠,"112,000",2021,3,3,59.98,3,용두동,정릉천동로
삼익,"74,500",2021,3,27,59.95,4,이문동,한천로55길
전농우성,"64,000",2021,3,27,59.78,11,전농동,사가정로
대림e-편한세상,"84,000",2021,3,27,59.958,14,이문동,한천로63길
래미안이문2차,"120,000",2021,4,19,141.77,18,이문동,이문로12길
답십리한화,"85,000",2021,4,30,84.86,6,답십리동,고미술로
래미안위브,"135,000",2021,4,30,84.98,9,답십리동,답십리로
한신아파트,"93,000",2021,4,29,84.76,24,제기동,고산자로
청계지웰에스테이트,"14,000",2021,4,28,19.525,9,답십리동,사가정로
휘경베스트빌현대,"63,400",2021,4,27,59.92,11,휘경동,장안벚꽃로5길
래미안 허브리츠,"143,000",2021,4,3,114.98,2,용두동,정릉천동로
금강아미움,"66,000",2021,4,29,82.79,3,장안동,답십리로66길
래미안위브,"125,000",2021,4,26,59.96,12,답십리동,답십리로
정은스카이빌101동,"59,000",2021,4,28,70.42,8,장안동,답십리로69길
답십리청솔우성,"80,500",2021,5,18,59.89,11,답십리동,전농로10길
동대문푸르지오시티(도시형생활주택),"42,500",2021,5,31,30.11,19,용두동,왕산로
센시티16,"11,300",2021,5,8,14.244,16,답십리동,전농로
포레스트힐시티,"17,500",2021,5,31,14.75,20,신설동,청계천로
두산,"88,000",2021,5,29,84.83,4,답십리동,답십리로56길
미주,"112,800",2021,5,26,86.78,9,청량리동,약령시로
휘경SK뷰,"109,000",2021,5,29,59.39,7,휘경동,휘경로
태솔타운3차,"33,000",2021,5,25,47.37,7,장안동,장한로26가길
삼희,"61,500",2021,5,27,59.68,6,답십리동,고미술로
두산위브,"97,000",2021,5,29,59.91,10,답십리동,황물로15길
동답한신,"40,000",2021,6,17,35.45,1,답십리동,답십리로
동답한신,"40,000",2021,6,16,35.45,1,답십리동,답십리로
브라운스톤휘경,"91,000",2021,6,23,84.91,2,휘경동,망우로20길
안암골벽산,"97,000",2021,6,28,84.98,11,제기동,약령시로
서희스타힐스,"63,000",2021,6,28,70.84,10,장안동,장한로20길
래미안위브,"147,500",2021,6,30,84.99,8,답십리동,답십리로
신동아,"72,000",2021,6,30,58.59,2,용두동,무학로26길
삼익,"75,000",2021,6,25,59.95,13,이문동,한천로55길
삼익,"91,800",2021,6,26,84.95,16,이문동,한천로55길
래미안크레시티,"155,000",2021,6,23,84.96,1,전농동,사가정로
현대,"85,000",2021,7,31,84.56,13,이문동,한천로58길
동대문푸르지오시티(도시형생활주택),"41,500",2021,7,15,30.11,18,용두동,왕산로
휘경SK뷰,"109,700",2021,7,29,59.65,14,휘경동,휘경로
답십리파크자이,"92,500",2021,7,31,49.27,1,답십리동,답십리로56길
주공1,"93,000",2021,7,31,84.84,12,휘경동,한천로
장안평월드메르디앙2차,"84,000",2021,7,31,84.85,3,장안동,천호대로97길
전농SK,"79,300",2021,7,30,59.34,3,전농동,사가정로
한신아파트,"78,000",2021,7,29,84.83,9,장안동,사가정로
신동아,"69,500",2021,7,31,49.68,10,용두동,무학로26길
전농SK,"100,000",2021,7,30,84.95,12,전농동,사가정로
청계한신휴플러스,"150,000",2021,8,16,107.75,2,답십리동,서울시립대로
청계한신휴플러스,"136,000",2021,8,16,84.73,12,답십리동,서울시립대로
청계한신휴플러스,"150,000",2021,8,16,107.75,2,답십리동,서울시립대로
베라체캠퍼스,"45,000",2021,8,13,46.155,6,회기동,이문로
두산,"80,000",2021,8,9,59.96,10,답십리동,답십리로56길
래미안위브,"98,000",2021,8,30,59.99,9,답십리동,답십리로
전농우성,"99,000",2021,8,31,126.63,11,전농동,사가정로
건영스타밸리,"55,500",2021,8,30,59.9,2,제기동,경동시장로
한신,"90,000",2021,8,29,59.97,13,청량리동,제기로
장안힐스테이트,"92,200",2021,8,31,59.885,8,장안동,장안벚꽃로1길
전농동삼성래미안,"86,700",2021,9,1,59.93,16,전농동,전농로
주공2,"55,500",2021,9,30,39.97,23,휘경동,한천로
신현대,"92,000",2021,9,29,84.96,8,회기동,이문로1길
래미안 허브리츠,"140,000",2021,9,26,84.97,10,용두동,정릉천동로
래미안이문2차,"89,500",2021,9,28,59.79,2,이문동,이문로12길
래미안크레시티,"170,000",2021,9,27,121.93,16,전농동,사가정로
캠퍼스드림오피스텔,"20,250",2021,9,28,16.04,11,휘경동,이문로
휘경SK뷰,"135,000",2021,9,23,84.31,8,휘경동,휘경로
래미안장안2차,"115,000",2021,9,25,81.05,22,장안동,장안벚꽃로
한신아파트,"115,000",2021,9,29,114.885,15,제기동,고산자로
청우,"52,500",2021,10,12,84.98,5,제기동,왕산로19다길
래미안미드카운티,"154,500",2021,10,17,84.99,16,답십리동,답십리로
청재제일타운,"62,000",2021,10,10,83.04,5,용두동,왕산로16길
청재제일타운,"62,000",2021,10,10,83.04,5,용두동,왕산로16길
현대썬앤빌청계,"11,900",2021,10,29,14.21,5,답십리동,고미술로
태솔에버빌,"40,200",2021,10,30,49.88,4,장안동,장한로28가길
신답극동,"86,000",2021,10,30,53.1,2,답십리동,서울시립대로
래미안크레시티,"155,000",2021,10,27,84.96,1,전농동,사가정로
동양2차,"86,000",2021,10,23,84.614,8,휘경동,외대역동로
동대문푸르지오시티(도시형생활주택),"41,700",2021,10,30,30.11,8,용두동,왕산로
동아,"110,000",2021,11,13,114.81,12,전농동,서울시립대로
가우디캐슬,"25,800",2021,11,12,28.5,11,장안동,한천로2길
신동아,"97,000",2021,11,30,84.63,9,용두동,무학로26길
롯데캐슬피렌체,"49,000",2021,11,11,30.4,8,용두동,정릉천동로
한신,"96,000",2021,11,24,84.92,3,청량리동,제기로
동답한신,"63,000",2021,11,28,44.35,5,답십리동,답십리로
베라체캠퍼스,"24,800",2021,11,26,24.011,4,회기동,이문로
현대,"72,700",2021,11,19,59.92,8,이문동,한천로58길
한신아파트,"98,000",2021,11,16,84.76,17,제기동,고산자로
래미안크레시티,"155,000",2021,11,20,84.98,8,전농동,사가정로
동대문롯데캐슬노블레스,"159,000",2021,12,30,84.98,23,전농동,답십리로23길
전농SK,"100,000",2021,12,29,84.95,12,전농동,사가정로
장안삼성쉐르빌,"89,000",2021,12,28,119.05,10,장안동,장한로
센시티16,"10,500",2021,12,28,14.244,14,답십리동,전농로
청계한양아이클래스,"18,100",2021,12,31,14.22,18,용두동,청계천로
장안현대홈타운(336),"116,500",2021,12,27,112.78,23,장안동,장안벚꽃로
래미안장안2차,"98,600",2021,12,30,81.05,2,장안동,장안벚꽃로
베라체캠퍼스,"22,300",2021,12,30,24.319,4,회기동,이문로
캠퍼스드림오피스텔,"21,600",2021,12,13,16.04,9,휘경동,이문로
베라체캠퍼스,"24,000",2021,12,16,24.011,10,회기동,이문로
중앙하이츠빌,"98,000",2022,2,17,114.84,14,이문동,외대역동로
답십리파크자이,"115,000",2022,2,28,59.91,19,답십리동,답십리로56길
힐스테이트청계,"112,500",2022,2,26,59.86,2,답십리동,천호대로55길
신부파스카(319-2),"66,500",2022,2,19,84.94,5,장안동,장한로36길
현대,"75,800",2022,2,24,59.92,11,이문동,한천로58길
에메랄드(351-5),"41,300",2022,2,18,55.111,8,장안동,장한로18길
청계푸르지오시티,"14,200",2022,2,26,18.92,11,답십리동,천호대로
대우,"92,000",2022,2,25,84.891,4,이문동,한천로58길
한신아파트,"84,700",2022,2,19,59.84,17,제기동,고산자로
전농동신성미소지움,"120,000",2022,2,28,80.325,6,전농동,서울시립대로
주공1,"90,000",2022,3,14,84.73,9,휘경동,한천로
장안현대홈타운(336),"87,800",2022,3,28,59.54,20,장안동,장안벚꽃로
장안현대홈타운(336),"87,800",2022,3,23,59.54,20,장안동,장안벚꽃로
장안현대홈타운(336),"115,000",2022,3,28,84.87,15,장안동,장안벚꽃로
전농우성,"73,500",2022,3,30,59.78,11,전농동,사가정로
청솔아파트(A동),"39,300",2022,3,26,48.26,5,장안동,장한로23길
코지언레지던스,"10,400",2022,3,24,13.08,6,장안동,장한로26가길
미주,"157,000",2022,3,28,137.42,14,청량리동,약령시로
미주,"147,000",2022,3,28,143.24,1,청량리동,약령시로
미주,"129,000",2022,3,22,86.78,10,청량리동,약령시로
답십리청솔우성,"87,000",2022,4,24,59.89,4,답십리동,전농로10길
민족통일MJ캠퍼스외대3차,"26,400",2022,4,25,18,14,이문동,이문로
주공2,"56,500",2022,4,30,39.98,7,휘경동,한천로
베라체캠퍼스,"21,000",2022,4,29,24.319,10,회기동,이문로
휘경SK뷰,"107,000",2022,4,30,59.39,20,휘경동,휘경로
보광타워,"14,500",2022,4,19,16.13,11,답십리동,황물로
전농SK,"97,000",2022,4,27,84.95,10,전농동,사가정로
롯데,"72,500",2022,4,30,59.94,7,휘경동,망우로
동대문롯데캐슬노블레스,"145,000",2022,4,30,84.98,17,전농동,답십리로23길
태솔타운2차,"35,300",2022,4,22,46.41,5,장안동,장한로26가길
답십리파크자이,"122,000",2022,5,24,59.91,13,답십리동,답십리로56길
