아파트 이름,거래 금액(만원),거래 연도,거래 월,거래 일,전용 면적(㎡),층수,법정동명,도로명 주소
북한산래미안아파트(1단지),"37,400",2014,7,23,59.9932,3,불광동,진흥로
응암동금호,"27,600",2014,7,31,59.82,6,응암동,응암로
거성리젠시2차,"31,500",2014,7,21,69.57,8,역촌동,연서로
녹번역센트레빌,"32,400",2014,7,30,59.97,12,응암동,백련산로
대경홈타운,"10,500",2014,7,31,13.79,10,대조동,통일로67길
응암동금호,"28,500",2014,7,12,59.82,12,응암동,응암로
녹번역센트레빌,"40,700",2014,7,28,84.9,1,응암동,백련산로
구산그린빌,"22,800",2014,7,30,59.5,6,구산동,갈현로7길
상림마을6단지푸르지오(601~605동)BL1-8,"39,000",2014,7,30,84.79,4,진관동,진관4로
우물골2단지두산위브(245~255동)BL2-6,"51,000",2014,7,25,84.51,11,진관동,진관2로
현대아파트,"33,500",2014,8,28,144.39,7,불광동,불광로20길
DMC덕원,"32,800",2014,8,31,84.84,6,증산동,증산로
라이프미성,"33,500",2014,8,31,84.65,6,불광동,통일로
라이프미성,"27,900",2014,8,31,66.7,5,불광동,통일로
상림마을6단지푸르지오(622~629동)BL1-5,"34,500",2014,8,27,59.8,3,진관동,진관4로
서강스카이빌3(116-24),"36,500",2014,8,29,75.76,15,응암동,은평로8길
에덴드림,"25,000",2014,8,30,84.84,3,구산동,갈현로
우물골2단지두산위브(209~222동)BL2-8,"42,800",2014,8,23,84.69,1,진관동,진관2로
박석고개1단지힐스테이트(116~131동)BL2-1,"38,300",2014,8,23,59.82,12,진관동,진관1로
상림마을6단지푸르지오(606~614동)BL1-7,"41,500",2014,8,30,84.79,7,진관동,진관4로
응암푸르지오,"39,500",2014,9,24,114.92,1,응암동,백련산로
라이프미성,"43,000",2014,9,29,125.75,10,불광동,통일로
우물골2단지두산위브(209~222동)BL2-8,"74,000",2014,9,27,101.96,15,진관동,진관2로
북한산힐스테이트7차,"52,800",2014,9,26,84.813,4,불광동,통일로
청구,"35,200",2014,9,23,84.76,1,수색동,증산로1길
북한산현대힐스테이트3차아파트,"35,500",2014,9,23,59.99,11,불광동,불광로
홍익,"23,750",2014,9,30,84.5,11,신사동,가좌로
구파발9단지래미안(916~928동)BL3-2,"47,000",2014,9,26,84.98,7,진관동,진관3로
상림마을7단지아이파크(713~718동)BL1-11,"42,800",2014,9,29,84.79,2,진관동,진관4로
DMC우방,"37,000",2014,9,20,84.99,20,증산동,증산로3길
브라운스톤구산,"32,900",2014,10,30,84.89,2,구산동,갈현로17길
거성리젠시2차,"32,500",2014,10,19,69.57,9,역촌동,연서로
이랜드타운아파트,"26,100",2014,10,8,59.982,20,신사동,은평터널로
북한산힐스테이트7차,"43,000",2014,10,30,59.981,13,불광동,통일로
정익제이원,"19,500",2014,10,29,26.37,6,대조동,통일로67길
상림마을8단지롯데캐슬(810~820동)BL1-1,"52,850",2014,10,22,101.61,3,진관동,진관4로
프라임팰리스,"24,400",2014,10,28,71.16,3,응암동,은평로
갈현현대,"26,800",2014,10,27,84.83,11,구산동,서오릉로21길
조이팰리스(90-23),"22,000",2014,10,22,67.4,5,응암동,은평로
대주파크빌,"32,000",2014,10,28,83.07,4,신사동,증산로15길
백련산힐스테이트3차,"44,500",2014,11,30,84.43,14,응암동,백련산로
백련산힐스테이트3차,"36,700",2014,11,27,59.63,7,응암동,백련산로
정익제이원,"29,000",2014,11,30,41.08,13,대조동,통일로
우물골2단지두산위브(245~255동)BL2-6,"49,300",2014,11,23,84.54,3,진관동,진관2로
구파발10단지어울림(1011~1019동)BL3-1,"50,500",2014,11,29,101.84,7,진관동,진관3로
구파발9단지래미안(916~928동)BL3-2,"51,800",2014,11,25,84.84,8,진관동,진관3로
정익제이원,"28,400",2014,11,29,40.51,13,대조동,통일로67길
우물골2단지두산위브(204~208동)BL2-5,"46,800",2014,11,28,84.27,7,진관동,진관2로
칠산(185-2),"34,000",2014,11,20,112.05,1,증산동,증산서길
리더스파크,"40,000",2014,11,20,82.45,13,역촌동,연서로
갈현현대,"19,700",2014,12,17,59.94,2,구산동,서오릉로21길
한솔,"20,850",2014,12,28,59.94,10,갈현동,갈현로23길
정익제이원,"28,000",2014,12,23,40.51,6,대조동,통일로67길
은평뉴타운 제각말 푸르지오(5-4단지),"44,400",2014,12,18,84.89,6,진관동,연서로
갈현현대,"27,500",2014,12,23,84.83,15,구산동,서오릉로21길
모델리안1,"26,000",2014,12,29,76.11,2,신사동,가좌로
상림마을8단지롯데캐슬(810~820동)BL1-1,"44,800",2014,12,31,84.79,4,진관동,진관4로
상림마을7단지아이파크(702~705동)BL1-4,"41,000",2014,12,24,84.42,2,진관동,진관4로
북한산현대홈타운,"34,000",2014,12,17,59.9765,1,불광동,불광로2길
북한산현대홈타운,"37,500",2014,12,28,59.9765,4,불광동,불광로2길
새한,"27,700",2015,2,16,82.95,2,신사동,증산로
폭포동4단지힐스테이트(408~422동)BL3-9,"67,011",2015,2,27,166.98,3,진관동,연서로44길
상림마을7단지아이파크(706~708동)BL1-3,"41,000",2015,2,28,84.79,3,진관동,진관4로
은평뉴타운기자촌11단지,"41,200",2015,2,26,84.82,12,진관동,연서로46길
은평뉴타운기자촌11단지,"29,650",2015,2,27,59.78,4,진관동,연서로46길
북한산래미안아파트(2단지),"51,000",2015,2,27,84.9929,5,불광동,진흥로
우물골2단지두산위브(223~244동)BL2-7,"59,000",2015,2,24,101.53,6,진관동,진관2로
대조리치빌III,"25,500",2015,2,28,36.3,9,대조동,통일로
박석고개1단지힐스테이트(116~131동)BL2-1,"40,400",2015,2,25,59.85,4,진관동,진관1로
북한산대창센시티,"33,000",2015,2,14,84.72,5,불광동,불광로
금광포란재(102),"24,500",2015,3,20,80.64,6,구산동,서오릉로21길
신우아파트,"36,800",2015,3,13,114.72,5,불광동,불광로6길
홍익,"18,800",2015,3,31,59.94,4,신사동,가좌로
북한산현대힐스테이트3차아파트,"45,700",2015,3,31,84.96,10,불광동,불광로
우물골2단지두산위브(209~222동)BL2-8,"42,900",2015,3,29,84.51,1,진관동,진관2로
e편한세상 수색 에코포레,"37,000",2015,3,31,84.951,3,수색동,은평터널로
박석고개1단지힐스테이트(116~131동)BL2-1,"41,000",2015,3,26,59.85,12,진관동,진관1로
백련산힐스테이트1차,"46,000",2015,3,22,84.59,7,응암동,백련산로2길
상림마을8단지롯데캐슬(810~820동)BL1-1,"45,400",2015,3,25,84.79,2,진관동,진관4로
응암동금호,"37,000",2015,3,30,84.93,6,응암동,응암로
세민HIPARK,"28,200",2015,4,30,57.57,8,녹번동,녹번로
송학,"24,700",2015,4,27,77.92,4,구산동,연서로11길
신성,"19,750",2015,4,29,61.32,4,신사동,증산로15길
DMC우방,"38,500",2015,4,24,84.99,5,증산동,증산로3길
세종레디안,"27,600",2015,4,22,77.63,2,응암동,가좌로10길
미성,"21,800",2015,4,29,63.53,1,신사동,증산로15길
정익제이원,"27,500",2015,4,27,40.51,13,대조동,통일로67길
신성,"19,900",2015,4,26,61.32,12,신사동,증산로15길
경남아너스빌,"32,000",2015,4,25,84.69,11,구산동,갈현로11길
갈현1단지e-편한세상,"43,500",2015,4,20,122.578,6,구산동,서오릉로21길
신사성원,"26,800",2015,5,19,59.94,3,신사동,갈현로4길
신사씨티,"25,250",2015,5,30,82.71,13,신사동,가좌로
DMC자이1단지,"63,000",2015,5,30,124.1,9,수색동,수색로
마이유,"37,000",2015,5,19,84.43,4,응암동,응암로21가길
은평뉴타운 제각말 푸르지오(5-4단지),"51,100",2015,5,27,101.9,4,진관동,연서로
백련산힐스테이트1차,"37,000",2015,5,28,59.63,4,응암동,백련산로2길
우성,"18,900",2015,5,30,64.62,3,응암동,가좌로7나길
우성,"20,200",2015,5,30,64.62,12,응암동,가좌로7나길
코오롱하늘채,"32,500",2015,5,25,84.9462,12,갈현동,갈현로29길
박석고개1단지힐스테이트(116~131동)BL2-1,"40,200",2015,5,28,59.85,4,진관동,진관1로
상림마을8단지롯데캐슬(810~820동)BL1-1,"86,000",2015,6,28,134.82,14,진관동,진관4로
명남더블레스,"30,000",2015,6,30,51.28,8,응암동,응암로
거성,"24,000",2015,6,28,63.34,6,녹번동,녹번로
모아아파트(101동),"26,450",2015,6,27,51.12,11,대조동,불광로1길
현대2,"28,300",2015,6,30,84.83,4,신사동,가좌로
신사동한신휴플러스,"39,100",2015,6,30,84.65,7,신사동,갈현로1길
역촌센트레빌,"40,000",2015,6,25,84.84,13,역촌동,갈현로3나길
우성,"20,200",2015,6,29,64.62,3,응암동,가좌로7나길
동익파크1동(355-95),"26,000",2015,6,28,84.98,2,구산동,서오릉로21길
백련산힐스테이트3차,"37,500",2015,6,26,59.63,8,응암동,백련산로
녹번역센트레빌,"45,000",2015,7,31,84.9,15,응암동,백련산로
정익제이원,"27,800",2015,7,28,40.51,10,대조동,통일로67길
마고정3단지센트레빌(310~322동)BL2-3,"39,500",2015,7,27,59.37,7,진관동,진관2로
폭포동4단지힐스테이트(408~422동)BL3-9,"58,300",2015,7,27,101.94,4,진관동,연서로44길
마고정3단지센트레빌(310~322동)BL2-3,"51,500",2015,7,30,84.17,9,진관동,진관2로
북한산힐스테이트7차,"55,500",2015,7,30,84.947,12,불광동,통일로
박석고개1단지힐스테이트(116~131동)BL2-1,"38,300",2015,7,28,59.63,3,진관동,진관1로
개성하이뷰,"29,100",2015,7,28,80.5,5,신사동,갈현로4길
은평뉴타운 제각말 푸르지오(5-4단지),"47,500",2015,7,31,84.89,9,진관동,연서로
마고정3단지센트레빌(310~322동)BL2-3,"40,000",2015,7,31,84.04,4,진관동,진관2로
은평뉴타운 제각말 푸르지오(5-1단지),"54,000",2015,8,10,101.83,7,진관동,연서로48길
우물골2단지두산위브(245~255동)BL2-6,"48,000",2015,8,26,84.54,2,진관동,진관2로
라이프미성,"33,800",2015,8,30,66.7,11,불광동,통일로
은평뉴타운 제각말 푸르지오(5-1단지),"52,000",2015,8,29,84.74,4,진관동,연서로48길
동익파크1동(355-95),"26,800",2015,8,30,84.98,9,구산동,서오릉로21길
현재트윈빌,"33,200",2015,8,29,106.92,4,갈현동,서오릉로20길
백련산힐스테이트1차,"37,000",2015,8,28,59.63,10,응암동,백련산로2길
북한산힐스테이트1차아파트,"39,400",2015,8,22,59.817,9,불광동,불광로2길
정익제이원,"27,900",2015,8,28,40.51,8,대조동,통일로67길
경남아너스빌,"32,800",2015,8,25,84.69,10,구산동,갈현로11길
북한산힐스테이트1차아파트,"41,500",2015,9,29,59.817,10,불광동,불광로2길
은평신사두산위브2차,"42,500",2015,9,26,84.99,13,신사동,가좌로12길
은평뉴타운 제각말 푸르지오(5-1단지),"63,000",2015,9,23,101.83,13,진관동,연서로48길
갈현동현대,"23,800",2015,9,21,59.25,12,갈현동,갈현로33길
우물골2단지두산위브(223~244동)BL2-7,"67,500",2015,9,24,134.43,9,진관동,진관2로
은평뉴타운 제각말 푸르지오(5-1단지),"59,700",2015,9,30,101.83,12,진관동,연서로48길
북한산현대힐스테이트3차아파트,"46,400",2015,9,17,84.98,6,불광동,불광로
선구,"25,000",2015,9,29,77.4,6,갈현동,갈현로
북한산래미안아파트(1단지),"55,800",2015,9,16,84.9885,7,불광동,진흥로
신아굿모닝(64-15),"22,500",2015,9,22,56.08,7,역촌동,연서로5길
북한산푸르지오,"60,537",2015,10,13,114.98,16,녹번동,통일로
제이타워1,"11,500",2015,10,31,12.23,6,대조동,통일로
북한산래미안아파트(2단지),"43,000",2015,10,31,59.9932,9,불광동,진흥로
상림마을7단지아이파크(719~729동)BL1-13,"64,700",2015,10,31,134.91,5,진관동,진관4로
청구,"41,000",2015,10,28,84.76,16,수색동,증산로1길
백련산힐스테이트3차,"48,200",2015,10,31,84.32,6,응암동,백련산로
은평뉴타운 제각말 푸르지오(5-4단지),"47,700",2015,10,26,84.89,8,진관동,연서로
상림마을7단지아이파크(713~718동)BL1-11,"48,800",2015,10,25,84.95,2,진관동,진관4로
북한산대창센시티,"37,750",2015,10,20,84.72,14,불광동,불광로
북한산푸르지오,"56,803",2015,10,19,97.06,4,녹번동,통일로
마고정3단지센트레빌(310~322동)BL2-3,"57,800",2015,11,18,84.27,6,진관동,진관2로
북한산래미안아파트(1단지),"73,500",2015,11,2,114.9986,14,불광동,진흥로
삼성타운,"27,000",2015,11,30,59.4,16,대조동,서오릉로
뉴월드(403-32),"24,700",2015,11,28,62.65,7,응암동,응암로20길
아이언,"25,500",2015,11,30,74.415,6,역촌동,진흥로9길
백련산힐스테이트1차,"37,500",2015,11,30,59.63,13,응암동,백련산로2길
남광쉐르빌,"27,000",2015,11,26,80.98,3,응암동,응암로
상림마을6단지푸르지오(601~605동)BL1-8,"53,600",2015,11,17,101.61,7,진관동,진관4로
우물골2단지두산위브(204~208동)BL2-5,"40,000",2015,11,28,59.37,7,진관동,진관2로
상림마을8단지롯데캐슬(810~820동)BL1-1,"53,500",2015,11,26,134.26,9,진관동,진관4로
미래하임(아파트),"27,000",2015,12,31,56.62,3,신사동,가좌로
코오롱하늘채,"32,000",2015,12,26,84.9729,1,갈현동,갈현로29길
미래하임(아파트),"25,500",2015,12,30,44.64,2,신사동,가좌로
녹번역센트레빌,"47,000",2015,12,1,84.9,6,응암동,백련산로
미래하임(아파트),"24,500",2015,12,27,44.96,2,신사동,가좌로
신사동한신휴플러스,"27,500",2015,12,29,59.76,2,신사동,갈현로1길
라이프미성,"41,200",2015,12,29,84.65,10,불광동,통일로
센타폴리스,"55,000",2015,12,20,142.25,15,역촌동,연서로
북한산현대홈타운,"58,700",2015,12,16,114.9984,9,불광동,불광로2길
우물골2단지두산위브(245~255동)BL2-6,"56,500",2015,12,24,84.96,3,진관동,진관2로
마고정3단지센트레빌(310~322동)BL2-3,"49,000",2016,2,27,84.27,5,진관동,진관2로
은평뉴타운 제각말 푸르지오(5-1단지),"54,000",2016,2,29,101.9,2,진관동,연서로48길
상림마을6단지푸르지오(606~614동)BL1-7,"45,000",2016,2,28,84.79,5,진관동,진관4로
북한산푸르지오,"46,700",2016,2,26,59.99,10,녹번동,통일로
미래하임(아파트),"23,500",2016,2,29,44.49,8,신사동,가좌로
마고정3단지센트레빌(310~322동)BL2-3,"74,000",2016,2,28,167.14,9,진관동,진관2로
미래하임(아파트),"23,300",2016,2,22,44.49,4,신사동,가좌로
DMC자이2단지,"57,800",2016,2,22,108.52,14,증산동,수색로
대림아파트(276),"30,000",2016,2,24,84.94,16,녹번동,통일로
경남,"28,400",2016,2,27,74.21,5,응암동,가좌로7나길
북한산현대힐스테이트3차아파트,"47,700",2016,3,13,84.98,8,불광동,불광로
박석고개1단지힐스테이트(116~131동)BL2-1,"59,800",2016,3,30,134.84,1,진관동,진관1로
